@relation Absenteeism_at_work_A_clustered

@attribute Instance_number numeric
@attribute ID {31.0,27.0,19.0,30.0,7.0,20.0,24.0,32.0,3.0,33.0,26.0,29.0,18.0,25.0,17.0,14.0,16.0,23.0,2.0,21.0,36.0,15.0,22.0,5.0,12.0,9.0,6.0,34.0,10.0,28.0,13.0,11.0,1.0,4.0,8.0,35.0}
@attribute Reason_for_absence {17.0,3.0,15.0,4.0,21.0,2.0,9.0,24.0,18.0,1.0,12.0,5.0,16.0,7.0,27.0,25.0,8.0,10.0,26.0,19.0,28.0,6.0,23.0,22.0,13.0,14.0,11.0,0.0}
@attribute Month_of_absence numeric
@attribute Day_of_the_week {5.0,2.0,3.0,4.0,6.0}
@attribute Seasons {4.0,1.0,2.0,3.0}
@attribute Transportation_expense numeric
@attribute Distance_from_Residence_to_Work numeric
@attribute Service_time numeric
@attribute Age numeric
@attribute Work_load_Average/day_ numeric
@attribute Hit_target numeric
@attribute Disciplinary_failure {1.0,0.0}
@attribute Education numeric
@attribute Son numeric
@attribute Social_drinker {1.0,0.0}
@attribute Social_smoker {1.0,0.0}
@attribute Pet numeric
@attribute Weight numeric
@attribute Height numeric
@attribute Body_mass_index numeric
@attribute Absenteeism_time_in_hours numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
405,1.0,0.0,3,5.0,3.0,235,11,14,37,244387,98,1.0,3,1,0.0,0.0,1,88,172,29,0,cluster1
406,24.0,0.0,3,5.0,3.0,246,25,16,41,244387,98,1.0,1,0,1.0,0.0,0,67,170,23,0,cluster1
407,36.0,0.0,3,5.0,3.0,118,13,18,50,244387,98,1.0,1,1,1.0,0.0,0,98,178,31,0,cluster1
408,3.0,28.0,3,6.0,3.0,179,51,18,38,244387,98,0.0,1,0,1.0,0.0,0,89,170,31,8,cluster2
409,11.0,22.0,3,6.0,3.0,289,36,13,33,244387,98,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster0
410,20.0,19.0,3,2.0,3.0,260,50,11,36,244387,98,0.0,1,4,1.0,0.0,0,65,168,23,8,cluster0
411,24.0,28.0,3,3.0,3.0,246,25,16,41,244387,98,0.0,1,0,1.0,0.0,0,67,170,23,2,cluster0
412,3.0,28.0,4,4.0,3.0,179,51,18,38,239409,98,0.0,1,0,1.0,0.0,0,89,170,31,4,cluster2
413,20.0,28.0,4,6.0,3.0,260,50,11,36,239409,98,0.0,1,4,1.0,0.0,0,65,168,23,3,cluster0
414,18.0,26.0,4,6.0,3.0,330,16,4,28,239409,98,0.0,2,0,0.0,0.0,0,84,182,25,4,cluster4
415,13.0,22.0,4,2.0,3.0,369,17,12,31,239409,98,0.0,1,3,1.0,0.0,0,70,169,25,4,cluster0
416,33.0,26.0,4,2.0,3.0,248,25,14,47,239409,98,0.0,1,2,0.0,0.0,1,86,165,32,4,cluster4
417,18.0,23.0,4,4.0,3.0,330,16,4,28,239409,98,0.0,2,0,0.0,0.0,0,84,182,25,8,cluster4
418,3.0,28.0,4,4.0,3.0,179,51,18,38,239409,98,0.0,1,0,1.0,0.0,0,89,170,31,8,cluster2
419,36.0,23.0,4,2.0,3.0,118,13,18,50,239409,98,0.0,1,1,1.0,0.0,0,98,178,31,1,cluster2
420,36.0,13.0,4,4.0,3.0,118,13,18,50,239409,98,0.0,1,1,1.0,0.0,0,98,178,31,120,cluster2
421,26.0,28.0,4,6.0,3.0,300,26,13,43,239409,98,0.0,1,2,1.0,1.0,1,77,175,25,8,cluster3
422,20.0,28.0,4,6.0,3.0,260,50,11,36,239409,98,0.0,1,4,1.0,0.0,0,65,168,23,4,cluster0
423,3.0,28.0,4,2.0,3.0,179,51,18,38,239409,98,0.0,1,0,1.0,0.0,0,89,170,31,4,cluster2
424,34.0,11.0,4,4.0,3.0,118,10,10,37,239409,98,0.0,1,0,0.0,0.0,0,83,172,28,2,cluster4
425,5.0,13.0,5,2.0,3.0,235,20,13,43,246074,99,0.0,1,1,1.0,0.0,0,106,167,38,16,cluster2
426,33.0,23.0,5,4.0,3.0,248,25,14,47,246074,99,0.0,1,2,0.0,0.0,1,86,165,32,2,cluster4
427,13.0,10.0,5,2.0,3.0,369,17,12,31,246074,99,0.0,1,3,1.0,0.0,0,70,169,25,8,cluster0
428,22.0,23.0,5,4.0,3.0,179,26,9,30,246074,99,0.0,3,0,0.0,0.0,0,56,171,19,3,cluster4
429,3.0,28.0,5,4.0,3.0,179,51,18,38,246074,99,0.0,1,0,1.0,0.0,0,89,170,31,4,cluster2
430,10.0,23.0,5,5.0,3.0,361,52,3,28,246074,99,0.0,1,1,1.0,0.0,4,80,172,27,1,cluster0
431,20.0,28.0,5,6.0,3.0,260,50,11,36,246074,99,0.0,1,4,1.0,0.0,0,65,168,23,3,cluster0
432,17.0,11.0,5,2.0,3.0,179,22,17,40,246074,99,0.0,2,2,0.0,1.0,0,63,170,22,2,cluster3
433,17.0,8.0,5,2.0,3.0,179,22,17,40,246074,99,0.0,2,2,0.0,1.0,0,63,170,22,3,cluster3
434,9.0,18.0,5,4.0,3.0,228,14,16,58,246074,99,0.0,1,2,0.0,0.0,1,65,172,22,8,cluster4
435,28.0,25.0,5,4.0,3.0,225,26,9,28,246074,99,0.0,1,1,0.0,0.0,2,69,169,24,3,cluster4
436,18.0,13.0,5,6.0,3.0,330,16,4,28,246074,99,0.0,2,0,0.0,0.0,0,84,182,25,8,cluster4
437,22.0,25.0,5,2.0,3.0,179,26,9,30,246074,99,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
438,34.0,28.0,5,2.0,3.0,118,10,10,37,246074,99,0.0,1,0,0.0,0.0,0,83,172,28,1,cluster4
439,1.0,1.0,5,2.0,3.0,235,11,14,37,246074,99,0.0,3,1,0.0,0.0,1,88,172,29,8,cluster4
440,22.0,23.0,5,4.0,3.0,179,26,9,30,246074,99,0.0,3,0,0.0,0.0,0,56,171,19,3,cluster4
441,34.0,23.0,6,2.0,3.0,118,10,10,37,253957,95,0.0,1,0,0.0,0.0,0,83,172,28,3,cluster4
442,3.0,28.0,6,2.0,3.0,179,51,18,38,253957,95,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
443,34.0,28.0,6,3.0,3.0,118,10,10,37,253957,95,0.0,1,0,0.0,0.0,0,83,172,28,2,cluster4
444,28.0,23.0,6,5.0,3.0,225,26,9,28,253957,95,0.0,1,1,0.0,0.0,2,69,169,24,4,cluster4
445,20.0,28.0,6,6.0,3.0,260,50,11,36,253957,95,0.0,1,4,1.0,0.0,0,65,168,23,4,cluster0
446,3.0,0.0,6,6.0,3.0,179,51,18,38,253957,95,1.0,1,0,1.0,0.0,0,89,170,31,0,cluster1
447,15.0,13.0,6,2.0,3.0,291,31,12,40,253957,95,0.0,1,1,1.0,0.0,1,73,171,25,40,cluster0
448,3.0,28.0,6,2.0,3.0,179,51,18,38,253957,95,0.0,1,0,1.0,0.0,0,89,170,31,24,cluster2
449,24.0,28.0,6,3.0,3.0,246,25,16,41,253957,95,0.0,1,0,1.0,0.0,0,67,170,23,3,cluster0
450,3.0,28.0,6,2.0,3.0,179,51,18,38,253957,95,0.0,1,0,1.0,0.0,0,89,170,31,4,cluster2
451,5.0,26.0,6,3.0,3.0,235,20,13,43,253957,95,0.0,1,1,1.0,0.0,0,106,167,38,8,cluster2
452,3.0,28.0,6,2.0,1.0,179,51,18,38,253957,95,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
453,28.0,23.0,6,4.0,1.0,225,26,9,28,253957,95,0.0,1,1,0.0,0.0,2,69,169,24,2,cluster4
454,36.0,23.0,6,4.0,1.0,118,13,18,50,253957,95,0.0,1,1,1.0,0.0,0,98,178,31,2,cluster2
455,3.0,5.0,6,4.0,1.0,179,51,18,38,253957,95,0.0,1,0,1.0,0.0,0,89,170,31,8,cluster2
456,22.0,21.0,6,4.0,1.0,179,26,9,30,253957,95,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
457,24.0,28.0,6,6.0,1.0,246,25,16,41,253957,95,0.0,1,0,1.0,0.0,0,67,170,23,2,cluster0
458,18.0,11.0,6,3.0,1.0,330,16,4,28,253957,95,0.0,2,0,0.0,0.0,0,84,182,25,1,cluster4
459,1.0,13.0,6,3.0,1.0,235,11,14,37,253957,95,0.0,3,1,0.0,0.0,1,88,172,29,8,cluster4
460,22.0,23.0,7,5.0,1.0,179,26,9,30,230290,92,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
461,28.0,25.0,7,5.0,1.0,225,26,9,28,230290,92,0.0,1,1,0.0,0.0,2,69,169,24,4,cluster4
462,20.0,13.0,7,6.0,1.0,260,50,11,36,230290,92,0.0,1,4,1.0,0.0,0,65,168,23,8,cluster0
463,21.0,7.0,7,2.0,1.0,268,11,8,33,230290,92,0.0,2,0,0.0,0.0,0,79,178,25,8,cluster4
464,18.0,25.0,7,6.0,1.0,330,16,4,28,230290,92,0.0,2,0,0.0,0.0,0,84,182,25,8,cluster4
465,34.0,26.0,7,6.0,1.0,118,10,10,37,230290,92,0.0,1,0,0.0,0.0,0,83,172,28,8,cluster4
466,20.0,26.0,7,2.0,1.0,260,50,11,36,230290,92,0.0,1,4,1.0,0.0,0,65,168,23,4,cluster0
467,34.0,28.0,7,3.0,1.0,118,10,10,37,230290,92,0.0,1,0,0.0,0.0,0,83,172,28,8,cluster4
468,26.0,15.0,7,2.0,1.0,300,26,13,43,230290,92,0.0,1,2,1.0,1.0,1,77,175,25,8,cluster3
469,2.0,23.0,7,2.0,1.0,235,29,12,48,230290,92,0.0,1,1,0.0,1.0,5,88,163,33,1,cluster3
470,24.0,28.0,7,3.0,1.0,246,25,16,41,230290,92,0.0,1,0,1.0,0.0,0,67,170,23,2,cluster0
471,28.0,9.0,7,3.0,1.0,225,26,9,28,230290,92,0.0,1,1,0.0,0.0,2,69,169,24,112,cluster4
472,3.0,28.0,7,3.0,1.0,179,51,18,38,230290,92,0.0,1,0,1.0,0.0,0,89,170,31,1,cluster2
473,36.0,23.0,7,6.0,1.0,118,13,18,50,230290,92,0.0,1,1,1.0,0.0,0,98,178,31,1,cluster2
474,10.0,22.0,7,6.0,1.0,361,52,3,28,230290,92,0.0,1,1,1.0,0.0,4,80,172,27,8,cluster0
475,11.0,22.0,7,2.0,1.0,289,36,13,33,230290,92,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster0
476,5.0,26.0,7,2.0,1.0,235,20,13,43,230290,92,0.0,1,1,1.0,0.0,0,106,167,38,8,cluster2
477,24.0,28.0,7,3.0,1.0,246,25,16,41,230290,92,0.0,1,0,1.0,0.0,0,67,170,23,2,cluster0
478,15.0,28.0,7,5.0,1.0,291,31,12,40,230290,92,0.0,1,1,1.0,0.0,1,73,171,25,1,cluster0
479,7.0,23.0,7,5.0,1.0,279,5,14,39,230290,92,0.0,1,2,1.0,1.0,0,68,168,24,2,cluster3
480,3.0,25.0,8,5.0,1.0,179,51,18,38,249797,93,0.0,1,0,1.0,0.0,0,89,170,31,4,cluster2
481,17.0,25.0,8,2.0,1.0,179,22,17,40,249797,93,0.0,2,2,0.0,1.0,0,63,170,22,1,cluster3
482,24.0,28.0,8,3.0,1.0,246,25,16,41,249797,93,0.0,1,0,1.0,0.0,0,67,170,23,4,cluster0
483,34.0,28.0,8,3.0,1.0,118,10,10,37,249797,93,0.0,1,0,0.0,0.0,0,83,172,28,4,cluster4
484,11.0,26.0,8,3.0,1.0,289,36,13,33,249797,93,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster0
485,5.0,26.0,8,3.0,1.0,235,20,13,43,249797,93,0.0,1,1,1.0,0.0,0,106,167,38,8,cluster2
486,15.0,28.0,8,5.0,1.0,291,31,12,40,249797,93,0.0,1,1,1.0,0.0,1,73,171,25,4,cluster0
487,3.0,25.0,8,2.0,1.0,179,51,18,38,249797,93,0.0,1,0,1.0,0.0,0,89,170,31,4,cluster2
488,17.0,25.0,8,3.0,1.0,179,22,17,40,249797,93,0.0,2,2,0.0,1.0,0,63,170,22,8,cluster3
489,18.0,23.0,8,5.0,1.0,330,16,4,28,249797,93,0.0,2,0,0.0,0.0,0,84,182,25,16,cluster4
490,1.0,23.0,8,3.0,1.0,235,11,14,37,249797,93,0.0,3,1,0.0,0.0,1,88,172,29,4,cluster4
491,24.0,28.0,8,3.0,1.0,246,25,16,41,249797,93,0.0,1,0,1.0,0.0,0,67,170,23,1,cluster0
492,34.0,28.0,8,3.0,1.0,118,10,10,37,249797,93,0.0,1,0,0.0,0.0,0,83,172,28,5,cluster4
493,15.0,28.0,8,5.0,1.0,291,31,12,40,249797,93,0.0,1,1,1.0,0.0,1,73,171,25,2,cluster0
494,20.0,28.0,8,2.0,1.0,260,50,11,36,249797,93,0.0,1,4,1.0,0.0,0,65,168,23,3,cluster0
495,24.0,28.0,9,3.0,1.0,246,25,16,41,261756,87,0.0,1,0,1.0,0.0,0,67,170,23,1,cluster0
496,24.0,28.0,9,3.0,1.0,246,25,16,41,261756,87,0.0,1,0,1.0,0.0,0,67,170,23,1,cluster0
497,34.0,28.0,9,3.0,1.0,118,10,10,37,261756,87,0.0,1,0,0.0,0.0,0,83,172,28,3,cluster4
498,14.0,23.0,9,3.0,1.0,155,12,14,34,261756,87,0.0,1,2,1.0,0.0,0,95,196,25,2,cluster0
499,15.0,28.0,9,5.0,1.0,291,31,12,40,261756,87,0.0,1,1,1.0,0.0,1,73,171,25,2,cluster0
500,22.0,23.0,9,6.0,1.0,179,26,9,30,261756,87,0.0,3,0,0.0,0.0,0,56,171,19,8,cluster4
501,33.0,23.0,9,6.0,1.0,248,25,14,47,261756,87,0.0,1,2,0.0,0.0,1,86,165,32,1,cluster4
502,3.0,23.0,9,2.0,1.0,179,51,18,38,261756,87,0.0,1,0,1.0,0.0,0,89,170,31,4,cluster2
503,28.0,23.0,9,4.0,1.0,225,26,9,28,261756,87,0.0,1,1,0.0,0.0,2,69,169,24,1,cluster4
504,22.0,23.0,9,2.0,1.0,179,26,9,30,261756,87,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
505,13.0,23.0,9,3.0,4.0,369,17,12,31,261756,87,0.0,1,3,1.0,0.0,0,70,169,25,8,cluster0
506,10.0,22.0,9,3.0,4.0,361,52,3,28,261756,87,0.0,1,1,1.0,0.0,4,80,172,27,8,cluster0
507,32.0,4.0,10,5.0,4.0,289,48,29,49,284853,91,0.0,1,0,0.0,0.0,2,108,172,36,1,cluster2
508,25.0,11.0,10,5.0,4.0,235,16,8,32,284853,91,0.0,3,0,0.0,0.0,0,75,178,25,3,cluster4
509,24.0,26.0,10,6.0,4.0,246,25,16,41,284853,91,0.0,1,0,1.0,0.0,0,67,170,23,8,cluster0
510,32.0,14.0,10,4.0,4.0,289,48,29,49,284853,91,0.0,1,0,0.0,0.0,2,108,172,36,3,cluster2
511,15.0,28.0,10,4.0,4.0,291,31,12,40,284853,91,0.0,1,1,1.0,0.0,1,73,171,25,2,cluster0
512,34.0,23.0,10,3.0,4.0,118,10,10,37,284853,91,0.0,1,0,0.0,0.0,0,83,172,28,2,cluster4
513,32.0,23.0,10,5.0,4.0,289,48,29,49,284853,91,0.0,1,0,0.0,0.0,2,108,172,36,2,cluster2
514,15.0,23.0,10,6.0,4.0,291,31,12,40,284853,91,0.0,1,1,1.0,0.0,1,73,171,25,1,cluster0
515,28.0,23.0,10,3.0,4.0,225,26,9,28,284853,91,0.0,1,1,0.0,0.0,2,69,169,24,2,cluster4
516,13.0,23.0,10,3.0,4.0,369,17,12,31,284853,91,0.0,1,3,1.0,0.0,0,70,169,25,8,cluster0
517,13.0,23.0,10,3.0,4.0,369,17,12,31,284853,91,0.0,1,3,1.0,0.0,0,70,169,25,3,cluster0
518,28.0,23.0,10,3.0,4.0,225,26,9,28,284853,91,0.0,1,1,0.0,0.0,2,69,169,24,4,cluster4
519,13.0,26.0,10,3.0,4.0,369,17,12,31,284853,91,0.0,1,3,1.0,0.0,0,70,169,25,8,cluster0
520,3.0,28.0,10,4.0,4.0,179,51,18,38,284853,91,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
521,9.0,1.0,10,4.0,4.0,228,14,16,58,284853,91,0.0,1,2,0.0,0.0,1,65,172,22,1,cluster4
522,15.0,23.0,10,4.0,4.0,291,31,12,40,284853,91,0.0,1,1,1.0,0.0,1,73,171,25,1,cluster0
523,13.0,10.0,10,5.0,4.0,369,17,12,31,284853,91,0.0,1,3,1.0,0.0,0,70,169,25,8,cluster0
524,28.0,13.0,10,5.0,4.0,225,26,9,28,284853,91,0.0,1,1,0.0,0.0,2,69,169,24,1,cluster4
525,13.0,10.0,10,6.0,4.0,369,17,12,31,284853,91,0.0,1,3,1.0,0.0,0,70,169,25,8,cluster0
526,28.0,10.0,10,6.0,4.0,225,26,9,28,284853,91,0.0,1,1,0.0,0.0,2,69,169,24,3,cluster4
527,6.0,23.0,10,2.0,4.0,189,29,13,33,284853,91,0.0,1,2,0.0,0.0,2,69,167,25,8,cluster4
528,25.0,6.0,10,2.0,4.0,235,16,8,32,284853,91,0.0,3,0,0.0,0.0,0,75,178,25,8,cluster4
529,33.0,10.0,10,2.0,4.0,248,25,14,47,284853,91,0.0,1,2,0.0,0.0,1,86,165,32,8,cluster4
530,28.0,0.0,10,2.0,4.0,225,26,9,28,284853,91,1.0,1,1,0.0,0.0,2,69,169,24,0,cluster1
531,28.0,13.0,10,3.0,4.0,225,26,9,28,284853,91,0.0,1,1,0.0,0.0,2,69,169,24,3,cluster4
532,3.0,21.0,11,3.0,4.0,179,51,18,38,268519,93,0.0,1,0,1.0,0.0,0,89,170,31,1,cluster2
533,34.0,28.0,11,4.0,4.0,118,10,10,37,268519,93,0.0,1,0,0.0,0.0,0,83,172,28,3,cluster4
534,18.0,2.0,11,4.0,4.0,330,16,4,28,268519,93,0.0,2,0,0.0,0.0,0,84,182,25,24,cluster4
535,3.0,28.0,11,6.0,4.0,179,51,18,38,268519,93,0.0,1,0,1.0,0.0,0,89,170,31,1,cluster2
536,34.0,9.0,11,3.0,4.0,118,10,10,37,268519,93,0.0,1,0,0.0,0.0,0,83,172,28,8,cluster4
537,11.0,24.0,11,4.0,4.0,289,36,13,33,268519,93,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster0
538,25.0,1.0,11,6.0,4.0,235,16,8,32,268519,93,0.0,3,0,0.0,0.0,0,75,178,25,8,cluster4
539,28.0,23.0,11,6.0,4.0,225,26,9,28,268519,93,0.0,1,1,0.0,0.0,2,69,169,24,4,cluster4
540,10.0,22.0,11,3.0,4.0,361,52,3,28,268519,93,0.0,1,1,1.0,0.0,4,80,172,27,8,cluster0
541,15.0,28.0,11,4.0,4.0,291,31,12,40,268519,93,0.0,1,1,1.0,0.0,1,73,171,25,2,cluster0
542,34.0,13.0,11,5.0,4.0,118,10,10,37,268519,93,0.0,1,0,0.0,0.0,0,83,172,28,2,cluster4
543,28.0,14.0,11,5.0,4.0,225,26,9,28,268519,93,0.0,1,1,0.0,0.0,2,69,169,24,3,cluster4
544,3.0,28.0,11,2.0,4.0,179,51,18,38,268519,93,0.0,1,0,1.0,0.0,0,89,170,31,1,cluster2
545,34.0,23.0,11,2.0,4.0,118,10,10,37,268519,93,0.0,1,0,0.0,0.0,0,83,172,28,8,cluster4
546,34.0,8.0,11,3.0,4.0,118,10,10,37,268519,93,0.0,1,0,0.0,0.0,0,83,172,28,8,cluster4
547,28.0,23.0,11,3.0,4.0,225,26,9,28,268519,93,0.0,1,1,0.0,0.0,2,69,169,24,2,cluster4
548,15.0,0.0,11,3.0,4.0,291,31,12,40,268519,93,1.0,1,1,1.0,0.0,1,73,171,25,0,cluster0
549,11.0,0.0,11,4.0,4.0,289,36,13,33,268519,93,1.0,1,2,1.0,0.0,1,90,172,30,0,cluster1
550,33.0,14.0,11,5.0,4.0,248,25,14,47,268519,93,0.0,1,2,0.0,0.0,1,86,165,32,4,cluster4
551,5.0,0.0,11,5.0,4.0,235,20,13,43,268519,93,1.0,1,1,1.0,0.0,0,106,167,38,0,cluster1
552,28.0,23.0,11,6.0,4.0,225,26,9,28,268519,93,0.0,1,1,0.0,0.0,2,69,169,24,2,cluster4
553,13.0,26.0,11,6.0,4.0,369,17,12,31,268519,93,0.0,1,3,1.0,0.0,0,70,169,25,8,cluster0
554,10.0,28.0,11,2.0,4.0,361,52,3,28,268519,93,0.0,1,1,1.0,0.0,4,80,172,27,2,cluster0
555,3.0,13.0,12,3.0,4.0,179,51,18,38,280549,98,0.0,1,0,1.0,0.0,0,89,170,31,32,cluster2
556,15.0,28.0,12,4.0,4.0,291,31,12,40,280549,98,0.0,1,1,1.0,0.0,1,73,171,25,1,cluster0
557,28.0,23.0,12,4.0,4.0,225,26,9,28,280549,98,0.0,1,1,0.0,0.0,2,69,169,24,3,cluster4
558,22.0,13.0,12,6.0,4.0,179,26,9,30,280549,98,0.0,3,0,0.0,0.0,0,56,171,19,1,cluster4
559,28.0,23.0,12,6.0,4.0,225,26,9,28,280549,98,0.0,1,1,0.0,0.0,2,69,169,24,3,cluster4
560,28.0,23.0,12,4.0,4.0,225,26,9,28,280549,98,0.0,1,1,0.0,0.0,2,69,169,24,3,cluster4
561,10.0,14.0,12,5.0,4.0,361,52,3,28,280549,98,0.0,1,1,1.0,0.0,4,80,172,27,4,cluster0
562,17.0,18.0,12,6.0,4.0,179,22,17,40,280549,98,0.0,2,2,0.0,1.0,0,63,170,22,2,cluster3
563,5.0,26.0,12,6.0,4.0,235,20,13,43,280549,98,0.0,1,1,1.0,0.0,0,106,167,38,8,cluster2
564,12.0,18.0,12,2.0,4.0,233,51,1,31,280549,98,0.0,2,1,1.0,0.0,8,68,178,21,8,cluster0
565,22.0,13.0,12,3.0,4.0,179,26,9,30,280549,98,0.0,3,0,0.0,0.0,0,56,171,19,16,cluster4
566,28.0,23.0,12,3.0,4.0,225,26,9,28,280549,98,0.0,1,1,0.0,0.0,2,69,169,24,2,cluster4
567,28.0,23.0,12,5.0,4.0,225,26,9,28,280549,98,0.0,1,1,0.0,0.0,2,69,169,24,3,cluster4
568,28.0,23.0,12,2.0,4.0,225,26,9,28,280549,98,0.0,1,1,0.0,0.0,2,69,169,24,2,cluster4
569,14.0,18.0,12,3.0,2.0,155,12,14,34,280549,98,0.0,1,2,1.0,0.0,0,95,196,25,80,cluster0
570,22.0,12.0,1,2.0,2.0,179,26,9,30,313532,96,0.0,3,0,0.0,0.0,0,56,171,19,24,cluster4
571,22.0,12.0,1,5.0,2.0,179,26,9,30,313532,96,0.0,3,0,0.0,0.0,0,56,171,19,16,cluster4
572,17.0,25.0,1,5.0,2.0,179,22,17,40,313532,96,0.0,2,2,0.0,1.0,0,63,170,22,2,cluster3
573,17.0,25.0,1,6.0,2.0,179,22,17,40,313532,96,0.0,2,2,0.0,1.0,0,63,170,22,2,cluster3
574,22.0,13.0,1,2.0,2.0,179,26,9,30,313532,96,0.0,3,0,0.0,0.0,0,56,171,19,3,cluster4
575,17.0,25.0,1,4.0,2.0,179,22,17,40,313532,96,0.0,2,2,0.0,1.0,0,63,170,22,2,cluster3
576,32.0,10.0,1,5.0,2.0,289,48,29,49,313532,96,0.0,1,0,0.0,0.0,2,108,172,36,8,cluster2
577,17.0,18.0,1,6.0,2.0,179,22,17,40,313532,96,0.0,2,2,0.0,1.0,0,63,170,22,3,cluster3
578,22.0,27.0,1,2.0,2.0,179,26,9,30,313532,96,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
579,14.0,18.0,1,3.0,2.0,155,12,14,34,313532,96,0.0,1,2,1.0,0.0,0,95,196,25,8,cluster0
580,22.0,27.0,1,4.0,2.0,179,26,9,30,313532,96,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
581,3.0,27.0,1,4.0,2.0,179,51,18,38,313532,96,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
582,11.0,13.0,1,4.0,2.0,289,36,13,33,313532,96,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster0
583,3.0,27.0,1,5.0,2.0,179,51,18,38,313532,96,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
584,3.0,27.0,1,6.0,2.0,179,51,18,38,313532,96,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
585,3.0,13.0,2,3.0,2.0,179,51,18,38,264249,97,0.0,1,0,1.0,0.0,0,89,170,31,8,cluster2
586,28.0,23.0,2,3.0,2.0,225,26,9,28,264249,97,0.0,1,1,0.0,0.0,2,69,169,24,3,cluster4
587,33.0,1.0,2,4.0,2.0,248,25,14,47,264249,97,0.0,1,2,0.0,0.0,1,86,165,32,8,cluster4
588,3.0,27.0,2,4.0,2.0,179,51,18,38,264249,97,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
589,28.0,28.0,2,5.0,2.0,225,26,9,28,264249,97,0.0,1,1,0.0,0.0,2,69,169,24,3,cluster4
590,3.0,27.0,2,5.0,2.0,179,51,18,38,264249,97,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
591,22.0,27.0,2,5.0,2.0,179,26,9,30,264249,97,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
592,29.0,28.0,2,6.0,2.0,225,15,15,41,264249,97,0.0,4,2,1.0,0.0,2,94,182,28,2,cluster2
593,3.0,27.0,2,6.0,2.0,179,51,18,38,264249,97,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
594,12.0,19.0,2,2.0,2.0,233,51,1,31,264249,97,0.0,2,1,1.0,0.0,8,68,178,21,2,cluster0
595,3.0,27.0,2,2.0,2.0,179,51,18,38,264249,97,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
596,28.0,7.0,2,3.0,2.0,225,26,9,28,264249,97,0.0,1,1,0.0,0.0,2,69,169,24,8,cluster4
597,3.0,27.0,2,4.0,2.0,179,51,18,38,264249,97,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
598,3.0,27.0,2,5.0,2.0,179,51,18,38,264249,97,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
599,28.0,25.0,2,5.0,2.0,225,26,9,28,264249,97,0.0,1,1,0.0,0.0,2,69,169,24,3,cluster4
600,22.0,13.0,2,5.0,2.0,179,26,9,30,264249,97,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
601,17.0,23.0,2,6.0,2.0,179,22,17,40,264249,97,0.0,2,2,0.0,1.0,0,63,170,22,2,cluster3
602,3.0,27.0,2,6.0,2.0,179,51,18,38,264249,97,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
603,12.0,12.0,2,4.0,2.0,233,51,1,31,264249,97,0.0,2,1,1.0,0.0,8,68,178,21,3,cluster0
604,22.0,27.0,2,4.0,2.0,179,26,9,30,264249,97,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
605,3.0,27.0,2,4.0,2.0,179,51,18,38,264249,97,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
606,3.0,13.0,2,5.0,2.0,179,51,18,38,264249,97,0.0,1,0,1.0,0.0,0,89,170,31,8,cluster2
607,3.0,27.0,2,6.0,2.0,179,51,18,38,264249,97,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
608,14.0,25.0,2,2.0,2.0,155,12,14,34,264249,97,0.0,1,2,1.0,0.0,0,95,196,25,5,cluster0
609,25.0,25.0,2,2.0,2.0,235,16,8,32,264249,97,0.0,3,0,0.0,0.0,0,75,178,25,3,cluster4
610,3.0,27.0,2,2.0,2.0,179,51,18,38,264249,97,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
611,28.0,7.0,2,2.0,2.0,225,26,9,28,264249,97,0.0,1,1,0.0,0.0,2,69,169,24,2,cluster4
612,3.0,27.0,2,3.0,2.0,179,51,18,38,264249,97,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
